tweet_id,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorites,followers,dog_stage
889638837579907072,2017-07-25 00:10:02+00:00,this is ted. he does his best. sometimes that's not enough. but it's ok. 12/10 would assist,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,23044,9375691,None
889531135344209921,2017-07-24 17:02:04+00:00,this is stuart. he's sporting his favorite fanny pack. secretly filled with bones only. 13/10 puppared puppo #barkweek,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,12988,9375692,None
889278841981685760,2017-07-24 00:19:32+00:00,this is oliver. you're witnessing one of his many brutal attacks. seems to be playing with his victim. 13/10 fr*ckin frightening #barkweek,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,21476,9375692,None
888917238123831296,2017-07-23 00:22:39+00:00,this is jim. he found a fren. taught him how to sit like the good boys. 12/10 for both,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True,24932,9375692,None
888804989199671297,2017-07-22 16:56:37+00:00,this is zeke. he has a new stick. very proud of it. would like you to throw it for him without taking it. 13/10 would do my best,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,21843,9375692,None
888554962724278272,2017-07-22 00:23:06+00:00,this is ralphus. he's powering up. attempting maximum borkdrive. 13/10 inspirational af,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,16861,9375692,None
888078434458587136,2017-07-20 16:49:33+00:00,this is gerald. he was just told he didn't get the job he interviewed for. a h*ckin injustice. 12/10 didn't want the job anyway,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,18588,9375692,None
887705289381826560,2017-07-19 16:06:48+00:00,this is jeffrey. he has a monopoly on the pool noodles. currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.0262364,True,25852,9375692,None
887517139158093824,2017-07-19 03:39:09+00:00,i've yet to rate a venezuelan hover wiener. this is such an honor. 14/10 paw-inspiring af (ig: roxy.thedoxy),https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,39540,9375692,None
887473957103951883,2017-07-19 00:47:34+00:00,this is canela. she attempted some fancy porch pics. they were unsuccessful. 13/10 someone help her,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,58693,9375692,None
887343217045368832,2017-07-18 16:08:03+00:00,you may not have known you needed to see this today. 13/10 please enjoy (ig: emmylouroo),https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,28766,9375692,None
887101392804085760,2017-07-18 00:07:08+00:00,this... is a jubilant antarctic house bear. we only rate dogs. please only send dogs. thank you... 12/10 would suffocate in floof,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True,26184,9375692,None
886983233522544640,2017-07-17 16:17:36+00:00,this is maya. she's very shy. rarely leaves her cup. 13/10 would find her an environment to thrive in,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,29592,9375692,None
886736880519319552,2017-07-16 23:58:41+00:00,"this is mingus. he's a wonderful father to his smol pup. confirmed 13/10, but he needs your help","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True,10223,9375692,None
886680336477933568,2017-07-16 20:14:00+00:00,this is derek. he's late for a dog meeting. 13/10 pet...al to the metal,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441726999999999,False,19190,9375692,None
886366144734445568,2017-07-15 23:25:31+00:00,this is roscoe. another pupper fallen victim to spontaneous tongue ejections. get the blepipen immediate. 12/10 deep breaths roscoe,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,18034,9375692,None
886258384151887873,2017-07-15 16:17:19+00:00,this is waffles. his doggles are pupside down. unsure how to fix. 13/10 someone assist waffles,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,23865,9376164,None
885984800019947520,2017-07-14 22:10:11+00:00,viewer discretion advised. this is jimbo. he will rip ur finger right h*ckin off. other dog clearly an accessory. 12/10 pls pet with caution,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,27864,9375692,None
885528943205470208,2017-07-13 15:58:47+00:00,this is maisey. she fell asleep mid-excavation. happens to the best of us. 13/10 would pat noggin approvingly,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,30721,9375692,None
885167619883638784,2017-07-12 16:03:00+00:00,here we have a corgi undercover as a malamute. pawbably doing important investigative work. zero control over tongue happenings. 13/10,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,18716,9375692,None
884925521741709313,2017-07-12 00:01:00+00:00,"this is earl. he found a hat. nervous about what you think of it. 12/10 it's delightful, earl",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,65506,9376164,None
884876753390489601,2017-07-11 20:47:12+00:00,this is lola. it's her first time outside. must test the earth and taste the atmosphere. 13/10 you're doing great lola,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,23721,9375692,None
884562892145688576,2017-07-11 00:00:02+00:00,this is kevin. he's just so happy. 13/10 what is your secret kevin,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,20732,9375692,None
884441805382717440,2017-07-10 15:58:53+00:00,"i present to you, pup in hat. pup in hat is great for all occasions. extremely versatile. compact as h*ck. 14/10 (ig: itselizabethgales)",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,23177,9375692,None
884162670584377345,2017-07-09 21:29:42+00:00,meet yogi. he doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,17430,9375692,doggo
883838122936631299,2017-07-09 00:00:04+00:00,this is noah. he can't believe someone made this mess. got the vacuum out for you though. offered to help clean pup. 12/10 super good boy,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,18610,9375692,None
883482846933004288,2017-07-08 00:28:19+00:00,"this is bella. she hopes her smile made you smile. if not, she is also offering you her favorite monkey. 13.5/10","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,39060,9375692,None
883360690899218434,2017-07-07 16:22:55+00:00,meet grizzwald. he may be the floofiest floofer i ever did see. lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,19388,9375692,None
883117836046086144,2017-07-07 00:17:54+00:00,"please only send dogs. we don't rate mechanics, no matter how h*ckin good. thank you... 13/10 would sneak a pat","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,kuvasz,0.00247094,True,31649,9375692,None
882992080364220416,2017-07-06 15:58:11+00:00,this is rusty. he wasn't ready for the first pic. clearly puppared for the second. 13/10 confirmed great boy,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,dingo,0.0734143999999999,False,20435,9375692,None
882762694511734784,2017-07-06 00:46:41+00:00,this is gus. he's quite the cheeky pupper. already perfected the disinterested wink. 12/10 would let steal my girl,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,24149,9375692,None
882627270321602560,2017-07-05 15:48:34+00:00,this is stanley. he has his first swim lesson today. doggle straps adjusted. ready to go. 13/10 phelps is nervous (ig: stanleythe_corgi),https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,23930,9375693,None
882268110199369728,2017-07-04 16:01:23+00:00,this is alfy. you're witnessing his first watermelon experience. i think it was a success. 13/10 happy 4th alfy 🇺🇸,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,38235,9375693,None
882045870035918850,2017-07-04 01:18:17+00:00,"this is koko. her owner, inspired by barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy koko","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,25001,9375693,None
881906580714921986,2017-07-03 16:04:48+00:00,this is rey. he's a benebop cumberfloof. 12/10 dangerously pettable,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.127017,False,20840,9375693,None
881666595344535552,2017-07-03 00:11:11+00:00,this is gary. he couldn't miss this puppertunity for a selfie. flawless focusing skills. 13/10 would boop intensely,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True,43301,9375693,None
881536004380872706,2017-07-02 15:32:16+00:00,here is a pupper approaching maximum borkdrive. zooming at never before seen speeds. 14/10 paw-inspiring af  (ig: puffie_the_chow),https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,None,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,42254,9375693,None
881268444196462592,2017-07-01 21:49:04+00:00,meet elliot. he's a canadian forrest pup. unusual number of antlers for a dog. sneaky tongue slip to celebrate #canada150. 12/10 would pet,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,19847,9375693,None
880935762899988482,2017-06-30 23:47:07+00:00,this is louis. he's crossing. it's a big deal. 13/10 h*ckin breathtaking,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,14587,9375693,None
880872448815771648,2017-06-30 19:35:32+00:00,ugh not again. we only rate dogs. please don't send in well-dressed  floppy-tongued street penguins. dogs only please. thank you... 12/10,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,18209,9375693,None
880465832366813184,2017-06-29 16:39:47+00:00,this is bella. she had her first beach experience this morning. complete success. 12/10 would perform a sandy boop,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,24386,9375693,None
880221127280381952,2017-06-29 00:27:25+00:00,meet jesse. he's a fetty woof. his tongue ejects without warning. a true bleptomaniac. 12/10 would snug well,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,23018,9375693,None
880095782870896641,2017-06-28 16:09:20+00:00,please don't send in photos without dogs in them. we're not @porch_rates. insubordinate and churlish. pretty good porch tho 11/10,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,23621,9375693,None
879862464715927552,2017-06-28 00:42:13+00:00,this is romeo. he would like to do an entrance. requesting your immediate assistance. 13/10,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,19155,9375693,None
879492040517615616,2017-06-27 00:10:17+00:00,this is bailey. he thinks you should measure ear length for signs of growth instead. 12/10,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,0.479896,True,vizsla,0.1243529999999999,True,bath_towel,0.0733202,False,20119,9375693,None
879415818425184262,2017-06-26 19:07:24+00:00,this is duddles. he did an attempt. 13/10 someone help him (vid by georgia felici),https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,90542,9375693,None
879376492567855104,2017-06-26 16:31:08+00:00,this is jack aka stephen furry. you're not scoring on him. unless he slips down the slide. 12/10 would happily get blocked by,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,14462,9375693,None
879050749262655488,2017-06-25 18:56:45+00:00,this is steven. he has trouble relating to other dogs. quite shy. neck longer than average. tropical probably. 11/10 would still pet,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,19255,9375693,None
879008229531029506,2017-06-25 16:07:47+00:00,this is beau. that is beau's balloon. he takes it everywhere. 13/10 would protect at all costs,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,16305,9375693,None
878776093423087618,2017-06-25 00:45:22+00:00,this is snoopy. he's a proud #pridemonthpuppo. impeccable handwriting for not having thumbs. 13/10 would love back #pridemonth,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True,16605,9375693,None
878281511006478336,2017-06-23 16:00:04+00:00,"meet shadow. in an attempt to reach maximum zooming borkdrive, he tore his acl. still 13/10 tho. help him out below","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.1285069999999999,True,6592,9375693,None
878057613040115712,2017-06-23 01:10:23+00:00,this is emmy. she was adopted today. massive round of pupplause for emmy and her new family. 14/10 for all involved,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,True,Boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True,35938,9375693,None
